0	0
0.67	0
1.34	0
2.01	0
2.68	0
3.35	0
4.02	0
4.69	0
5.36	0
6.03	0
6.7	0
7.37	0
8.04	0
8.71	0
9.38	0
10.05	0
10.72	0
11.39	0
12.06	0
12.73	0
13.4	0
14.07	0
14.74	0
15.41	0
16.08	0
16.75	0
17.42	0
18.09	0
18.76	0
19.43	0
20.1	0
20.77	0
21.44	0
22.11	0
22.78	0
23.45	0
24.12	0
24.79	0
25.46	0
26.13	0
26.8	0
27.47	0
28.14	0
28.81	0
29.48	0
30.15	0
30.82	0
31.49	0
32.16	0
32.83	0
33.5	0
34.17	0
34.84	0
35.51	0
36.18	0
36.85	0
37.52	0
38.19	0
38.86	0
39.53	0
40.2	0
40.87	0
41.54	0
42.21	0
42.88	0
43.55	0
44.22	0
44.89	0
45.56	0
46.23	0
46.9	0
47.57	0
48.24	0
48.91	0
49.58	0
50.25	0
50.92	0
51.59	0
52.26	0
52.93	0
53.6	0
54.27	0
54.94	0
55.61	0
56.28	0
56.95	0
57.62	0
58.29	0
58.96	0
59.63	0
60.3	0
60.97	0
61.64	0
62.31	0
62.98	0
63.65	0
64.32	0
64.99	0
65.66	0
66.33	0
67	0
